,tickers,company overview
580,018250,"동사는 화장품과 생활용품의 제조 및 판매를 사업으로 영위하고 있으며, 사업부문은 크게 화장품 사업부문과 생활용품 사업부문으로 구분되어 있음. 화장품 사업부문은 AGE20'S, 루나, 포인트, 에이솔루션, 포인트앤 등 다양한 브랜드 포트폴리오를 보유하고 있음. 생활용품 사업부문은 스파크, 리큐, 울샴푸, 르샤트라, 순샘, 트리오, 케라시스, 2080, 샤워메이트, 랩신 등을 제조 및 판매하고 있음."
581,161000,"동사는 2012년 설립되어 무수프탈산, 가소제 및 무수마레인등의 제조 및 판매업 영위하고 있음. 2021년 애경화학과 에이케이켐텍을 흡수합병하며 가소제사업부문과 합성수지사업부문, 생활화학사업부문과 바이오&에너지사업부문 총 4개의 전략적 영업부문으로 사업구조를 확장하였음. 주요 제품으로는 무수프탈산과 가소제 등과 정제글리세린, 계면활성제 등, PU 및 코팅용수지 등이 있고 바이오디젤 및 바이오중유 등이 있음."
582,011090,"동사는 주방가구, 붙박이장, 인테리어가구 등의 제조 및 판매를 주된 사업으로 영위하고 있으며, 종속회사는 ENEX VINA 와 헤텍스가 있음. 사업별로 보면, B2B 사업과 B2C 사업으로 구분되며 B2B 사업은 대형건설사를 대상으로 신규아파트 분양시 공급되는 주방가구와 수납가구를 대규모로 공급함. B2C 사업은 일반 소비자를 대상으로 주방가구와 일반가구(침대, 식탁, 소파 등) 및  인테리어 가구를 공급하고 있음."
583,137310,"동사는 에스디(현 한국애보트진단)의 바이오센서 사업부문을 인적 분할하여 설립된 회사임. 면역 및 분자진단 연구개발 확대를 위해서 2016년 바이오넥스트를 합병함. 분자진단, 면역화학진단, 현장진단, 자가혈당측정 분야에 주력하고 있으며 'STANDARD M', 'STANDARD Q' 등에 대해 연구개발 및 판매를 진행하고 있음. 체외진단의료기기는 질병 진단과 예후 판정, 건강상태의 평가, 질병의 치료효과 판정, 예방 검사에 사용됨."
584,005850,"지배기업인 동사와 11개의 종속회사는 자동차 부품 전문기업임. 자동차 램프, 전동화 부품, 미러, 전자 등의 제품을 생산하여 국내외의 현대차, 기아, GM, Ford,Geely 등의 OEM에 납품하고 있음. 국내 납품경로는 OEM 직납과 모듈업체를 통해 납품하는 두가지가 있으며 국내에서 해외로의 수출의 경우, 현지 해외법인을 거쳐 공급 하거나 수출운송을 통하여 직접 납품하고 있음."
585,010580,"1961년 4월 11일에 설립되었으며, 1994년 12월 27일 유가증권시장에 상장되었음. 본사(자동차 사업부문)는 자동차 부품제조 전문회사로서 Water Pump, Oil Pump, Auto Part 및 AL Cylinder Head 등 자동차 엔진 및  미션계통의 제품을 생산하는 사업을 영위하고 있음. 지점(배터리 사업부문)은 알카라인 전지, 망간전지, 2차전지, 기타상품판매 등을 생산 및 판매하는 사업을 영위하고 있음."
586,012750,"동사는 '종합 안심솔루션 회사'로 주요 사업으로 시큐리티 서비스와 인프라 서비스사업을 영위하고 있음. 시큐리티 서비스 사업은 유ㆍ무선 통신 네트워크를 통해 첨단 보안기기와 관제센터, 출동요원을 연결하여 범죄 및 사고를 예방하는 시스템보안 서비스 제공 및 보안 관련 상품을 판매함. 인프라 서비스 사업은 부동산 서비스 부문과 통합보안 및 보안 SI(System Integration) 부문으로 구성됨."
587,023960,"1971년에 미원그룹의 계열사인 내쇼날화공기계로 창업되어 2006년 7월 2일에 상호가 에쓰씨엔지니어링으로 변경되었음. 동사는 산업설비건설업을 기반으로 정밀화학, Bio Chemical, 제약, 식품, 환경, 에너지 및 기타 산업 플랜트 분야에 대한 설계 및 시공을 하고 있음. 그리고 각종 산업기계의 설비 제작과 대형플랜트설비의 Turn-Key Base Project 등의 사업 등을 주요 사업내용으로 하고 있음."
588,298690,"여객운송서비스를 주요 사업으로 하는 항공사로서, 국내외 여객·화물운송 및 기내판매 등 부대사업을 운영함. A320-200, A321-200, A321-NEO 등 총 22대의 항공기를 보유하고 있으며, 본사와 지점, 콜센터, 온라인 채널의 직접판매와 대리점 판매를 진행함. 안영남권 지역에서 가장 높은 시장 점유율을 가지고 안전운항을 최우선으로 차별화된 서비스를 제공하며, 최근 11년간 무사고 기록을 유지함."
589,140910,Company overview not found on the webpage.
590,078520,"동사는 스킨케어, 색조, 더마 화장품에 이르는 다양한 브랜드 포트폴리오를 보유한 멀티 브랜드 기반의 종합 화장품 회사임. 국내 최초 브랜드숍 미샤는 4년만에 매출 1,000억을 돌파, 이듬해 유가증권에 상장하는 쾌거를 이뤘으며 현재까지 브랜드숍의 대표주자로서 시장을 선도하고 있음. 41개국 5만여개의 판매처를 가지고 있으며 특히 중국, 일본,미국은 현지 법인을 설립하며 적극적으로 시장을 개척하고 있음."
591,015260,"동사는 인쇄회로기판(PCB)을 제조해 판매하는 것을 주요 사업으로 하며 100% 주문생산에 의해 판매하며 주요 판매처는 현대모비스, 현대케피코, 대성엘텍, 인팩일렉스 등이 있음. 주식회사 와이에스피의 시트사업부분을 양수하여 자동차 SEAT COVER 제조업 분야에 진출하였음. 동사에서 생산하는 자동차 시트 및 퀼팅 사양 제품은 (주)용산으로 납품되며 시장에서는 기아자동차로 납품되고 있음."
592,007460,"동사는 Hardfacing , 철강판매사업과 연결 종속회사인 에이프로젠바이오로직스와 에이프로젠헬스케어앤게임즈의 의약품사업을 영위함. 또한 21년 6월, 동사로부터 물적분할된 연결종속회사인 에이프로젠아이앤씨의 단열 공사사업(Nukon System(원자력발전소 특수보온) 포함)을 영위함. 22년 12월, 바이오 의약품 생산, 판매를 영위하는 에이프로젠바이오로직스를 흡수합병하여 바이오의약품 사업부를 구성하였음."
593,003060,"1960년 12월 03일 설립되었고, 1984년 코스피 시장에 상장하였으며, 의약품 사업을 단일 사업으로 영위하고 있음. 동사는 의약품 등의 제조 및 판매를, 연결대상 종속회사인 에이프로젠파마㈜는 의약품 등의 유통을 주요사업으로 하고 있음. 동사는 2022년 12월 바이오의약품 생산 설비를 갖춘 계열회사를 흡수합병하여 바이오의약품의 제조, 판매까지 사업을 확장하였음."
594,244920,"동사는 보험 상품의 보장내용, 사업비, 투자수익률, 상품가격 등을 고객 관점에서 철저하게 비교분석하여 서비스를 제공하는 독립법인보험대리점으로 국내 모든 생명보험 손해보험사와 제휴 중. 동사가 속한 독립법인보험대리점은 보험회사를 위해 보험계약 체결을 대리하는 자임. 개인보험대리점과 법인보험대리점으로 구분됨. 연결대상회사들은 종합 부동산 서비스, 상조서비스 및 셀뱅킹 판매를 통한 라이프케어 서비스, 대출 판매 등이 있음."
595,278470,"2014년 10월 10일에 설립하여, 뷰티 및 피부미용기기, 패션, 엔터테인먼트 부분에서 다양한 브랜드(메디큐브, 에이프릴스킨 등)를 보유함. 주요사업 중 하나인 홈 뷰티 디바이스(메디큐브 AGE-R)의 주요제품은 부스터프로와 부스터힐러이고, 화장품(메디큐브, 에이프릴스킨, 포맨트)부문은 피부제품, 향수, 바디워시 등을 운영중임. 디바이스 연구개발회사 ‘ADC'와 생산전문기업 ‘에이피알팩토리’를 설립하며 독보적인 경쟁력을 확보함."
596,450080,"동사는 2017년 4월 주식회사 에코프로지이엠이라는 사명으로 설립되어 2022년 3월 에코프로머티리얼즈로 사명을 변경함. 이차전지용 양극재의 전구체 생산 및 판매와 전구체의 원재료인 황산메탈 제련을 전문적으로 하는 사업을 영위하고 있음. 동사가 생산하는 전구체는 EV, 전동공구, ESS 산업 등에서 다양한 제품군의 배터리로 사용되고 있으며, 동사의 전구체 생산시설은 포항시 영일만 산단 내 위치하고 있음."
597,019490,"1986년 씨큐리티 시스템을 개발, 제조, 수출하는 회사로 설립되어, 영상저장장치, AI 기술이 적용된 CCTV 카메라, 그 외 AI를 접목한 다양한 서비스 및 솔루션을 개발 및 판매하고 있음. 동사는 보안장비 전문 업체로 카메라, 저장장치, 모니터, 컨트롤러 등 다양한 제품라인업을 보유하고 있음. 국내업체 중 가장 다양한 제품군을 확보하고 있고, Easy-to-Install 개념의 DIY시스템으로 초기 시장공략에 성공하였음."
598,036570,"1997년 3월 11일에 설립되었으며, 동사의 주된 사업은 모바일 온라인 게임의 개발 및 서비스 제공을 포함한 디지털 엔터테인먼트임. PC게임 리니지와 리니지2, 아이온, 블레이드앤소울, 길드워2, 모바일 게임 리니지M, 리니지2M, 리니지W, 퍼즈업 아미토이 등이 주요 게임임. 게임 소프트웨어 개발, 판매업 뿐만 아니라 프로야구서비스 및 콜센터 서비스를 제공하는 사업 등을 영위하고 있음."
599,085310,"동사는 1980년 설립되어 고압가스용기 및 선박용 소화장치를 제조 및 판매하는 사업을 영위함. 주요 종속회사로는 이엔케이, 주식회사 참좋은 등이 있음. 주요 사업은 고압가스 용기부문, 소화장치(고정식)부문, 밸러스트 수처리장치 부문, 해양플랜트 기자재 부문으로 구성되어 있음. 매출 비중의 가장 큰 부분을 차지하는 소화장치 부문과 관련해 제품의 R&D 능력, 제품의 설계능력, 가격경쟁력을 모두 지니고 있음."
600,900140,"동사는 2009년 6월 라오스 소재의 사업자회사인 Auto World(KOLAO Developing)을 국내 유가증권시장에 상장하기 위한 목적으로 케이먼제도에서 설립됨. 현재 라오스와 베트남, 미얀마와 캄보디아 등을 중심으로 설립된 사업자회사의 소유와 운영을 목적으로 하는 역외지주회사. 동사의 종속회사인 Auto World는 라오스에서 CB 신차 판매, SKD/CKD 신차 제조 및 판매 등을 영위함."
601,066970,"2000년 7월 27일에 법인 형태로 설립되었으며, 2003년 1월 2일 코스닥시장에 상장하였음. 2024년 1월 29일 코스닥시장에서 유가증권시장으로 이전상장하였음. 동사는 국내 순수자본 기업으로는 최초로 안전성이 탁월하고 가격이 저렴하지만 개발 및 양산이 매우 어려운 니켈복합계의 양산기술 개발에 성공함. 양극활물질의 경쟁력 제고와 재료의 안정적인 조달을 위한 수직계열화 일환으로 자회사(제이에이치화학공업(주))를 설립하였음."
602,097520,"2004년 12월 22일 CCM기술을 기반으로 설립한 영상전문기업으로써 휴대폰용 카메라모듈과 자동차용 카메라모듈을 주력제품으로 생산하고 있음. 초소형 카메라모듈 분야에 대한 핵심 기술력을 바탕으로 휴대폰용 카메라모듈, 자동차용 카메라모듈, 휴대폰용 엑츄에이터 사업을 보유하고 있음. CCM 기술은 현재 자동차형 카메라, USB 카메라, 로봇용 카메라, 홈 DVR, CCTV, 의료용 카메라 등의 분야로 확장되고 있음."
603,484870,"동사는 최초 유압기기 제조 및 방산사업 등을 주요 목적으로 2020년 12월 1일에 두산으로부터 물적분할됨. 지상, 유도, 해상, 항공 및 우주 분야 전기식 구동장치 및 유압장치, 유압시스템의 국산화 개발에 참여하여 무기체계 현대화 및 방위력 향상에 기여함. 주요 제품으로 K9 자주포의 유압식 포/포탑구동 및 자동장전장치와 다양한 레이저무기용 초정밀 구동장치를 보유하고 있으며 지속적인 연구 및 개발진행중임."
604,014440,"Polyolefin Foam이 가진 특성(성형성, 완충성, 단열성, 부력성)을 최대한 이용해 자동차내장재분야, 산업자재분야 제품을 생산 판매하고 있음. 자동차 내장재 분야에서 현대, 기아에서 생산되는 주요 차량에 천정재, 도어완충재, Sealing재, Side Pillar재 적용 판매하고 있음. 산업자재 분야에서 IT분야의 기기완충재, 포장재, 성형품으로 가방심재,  문구, 신발류 등 폭넓은 용도로 판매되고 있음."
